date,rainfall,temperature_2m,humidity,dewpoint_2m,apparent_temperature,pressure,precipitation,tithi_index,nakshatra_index,yoga_index,karana_index,vara_index,moon_distance_km,year,month,day,day_of_year,day_sin,day_cos,monsoon_flag,rain_lag1,rain_lag3,rain_lag7,rain_lag14,rain_roll3,rain_std3,rain_roll7,rain_std7,rain_roll14,rain_std14,rain_roll30,rain_std30,temp_roll3,hum_roll3,temp_roll7,hum_roll7,sun_sin,sun_cos,moon_sin,moon_cos,phase_sin,phase_cos,moon_humidity,sun_temperature,nakshatra_rain
1940-01-01,0.0,23.304166666666664,73.04166666666667,17.991666666666667,24.116666666666664,1012.8625,0.3,21,11,3,0,1,369037.4562288071,1940,1,1,1,0.01716632975470737,0.9998526477050269,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.304166666666664,73.04166666666667,23.304166666666664,73.04166666666667,-0.974951519656759,-0.22241747754836244,0.4698977155292151,-0.8827208714766094,-0.9651251930410805,-0.2617887731691663,18612.753004023536,5992.64168890453,0.0
1940-01-02,0.0,23.245833333333334,70.66666666666667,17.3625,24.10833333333333,1011.8916666666668,0.2,22,12,4,2,2,371553.8386480453,1940,1,2,2,0.034327600513243496,0.9994106342455052,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.275,71.85416666666667,23.275,71.85416666666667,-0.9787545117696641,-0.20503562054074012,0.24068941003484592,-0.9706021882816244,-0.9993313046892015,-0.0365642375577338,18931.921986653157,6001.339964486833,0.0
1940-01-03,0.0,23.308333333333334,73.08333333333333,17.904166666666665,24.195833333333336,1011.7083333333334,0.1,23,13,5,4,3,374428.2839189674,1940,1,3,3,0.05147875477034653,0.9986740898848305,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.28611111111111,72.2638888888889,23.28611111111111,72.2638888888889,-0.9822479526740713,-0.18758720496770384,0.000842844873122442,-0.9999996448061969,-0.9824055727904136,0.18675998112641626,20519.151493497884,6041.240076028878,0.0
1940-01-04,0.0,23.27916666666667,76.04166666666667,18.5125,24.5375,1010.3291666666668,0.6000000000000001,24,14,7,6,4,377508.3168086107,1940,1,4,4,0.06861473800213404,0.9976432316860063,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.277777777777782,73.26388888888889,23.284375,73.20833333333334,-0.9854306073452694,-0.1700779765493858,-0.2354297215077813,-0.9718913757363878,-0.9176906992529119,0.3972955832937255,22311.326167392825,6057.417186938075,0.0
1940-01-05,2.3063435554504395,23.291666666666668,73.54166666666667,18.10833333333333,24.34166666666667,1010.2458333333334,0.7000000000000001,25,15,8,1,5,380701.3217257946,1940,1,5,5,0.08573050015569435,0.9963183634476755,0,0.0,0.0,0.0,0.0,0.7687811851501465,1.3315680725830699,0.4612687110900879,1.0314281938911476,0.4612687110900879,1.0314281938911476,0.4612687110900879,1.0314281938911476,23.293055555555554,74.22222222222223,23.285833333333336,73.275,-0.9883013445384026,-0.1525137776844628,-0.45529302566693497,-0.8903416539615833,-0.8104889759515982,0.5857538901799371,22493.179618473037,6084.420782781302,0.0
1940-01-06,0.0,23.3,69.58333333333333,17.025000000000002,24.1375,1009.9333333333334,0.0,26,16,9,4,6,383962.0071449893,1940,1,6,6,0.1028209971373604,0.9946998756145891,0,2.3063435554504395,0.0,0.0,0.0,0.7687811851501465,1.3315680725830699,0.38439059257507324,0.9415608137349896,0.38439059257507324,0.9415608137349896,0.38439059257507324,0.9415608137349896,23.290277777777778,73.05555555555556,23.288194444444443,72.65972222222223,-0.9908591455021178,-0.1349005328929904,-0.6476700526395236,-0.7619209295680994,-0.6675872321392415,0.7445315893128152,22135.77218932213,6110.358170261544,36.90149688720703
1940-01-07,0.0,23.366666666666664,72.375,17.604166666666668,24.775,1010.0916666666668,0.0,27,17,10,6,0,387269.0855704538,1940,1,7,7,0.11988119229922722,0.99278824516254,0,0.0,0.0,0.0,0.0,0.7687811851501465,1.3315680725830699,0.3294776507786342,0.8717159265140528,0.3294776507786342,0.8717159265140528,0.3294776507786342,0.8717159265140528,23.319444444444443,71.83333333333333,23.29940476190476,72.61904761904762,-0.9931031114327019,-0.11724423253485174,-0.803558894516655,-0.5952252540367986,-0.49690855630194736,0.867802907735342,23898.53754215919,6151.670225204996,0.0
1940-01-08,0.0,22.066666666666663,74.91666666666667,16.758333333333333,23.575,1009.4541666666668,0.0,28,18,11,8,1,390598.32408635534,1940,1,8,8,0.13690605792347524,0.990584035457797,0,0.0,2.3063435554504395,0.0,0.0,0.0,0.0,0.3294776507786342,0.8717159265140528,0.28829294443130493,0.815415583902449,0.28829294443130493,0.815415583902449,22.911111111111108,72.29166666666667,23.122619047619047,72.88690476190476,-0.9950324694208962,-0.09955091560680543,-0.91635112142767,-0.4003756014772274,-0.30716231870995325,0.9516571388713085,25629.868073283913,5831.926275094719,0.0
1940-01-09,0.0,22.495833333333334,76.45833333333333,17.425,24.5125,1008.6458333333334,0.0,29,19,12,9,2,393898.7160957701,1940,1,9,9,0.15389057670406178,0.9880878960910772,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3294776507786342,0.8717159265140528,0.25626039505004883,0.7687811851501465,0.25626039505004883,0.7687811851501465,22.643055555555552,74.58333333333333,23.015476190476193,73.71428571428571,-0.9966465767607124,-0.08182665232766906,-0.9820921016547766,-0.18840144337903555,-0.10740491460735226,0.9942153611356985,27053.577661245246,5968.28924251347,0.0
1940-01-10,0.0,22.616666666666664,76.70833333333333,17.870833333333334,24.433333333333334,1008.8208333333332,0.2,0,20,13,0,3,397076.9309745452,1940,1,10,10,0.17082974322534417,0.985300562686109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3294776507786342,0.8717159265140528,0.23063435554504394,0.7293298702074237,0.23063435554504394,0.7293298702074237,22.393055555555552,76.02777777777777,22.916666666666668,74.23214285714286,-0.9979449235734238,-0.06407752737140732,-0.9995650412608951,0.029491156116796192,0.09348612377786801,0.995620582682474,411.4783280661599,6023.4088786433085,0.0
